Country,date,vaccine,total_vaccinations
European Union,2021/7/1,Moderna,33060707
European Union,2021/7/1,Oxford/AstraZeneca,55342987
European Union,2021/7/1,Pfizer/BioNTech,258979542
European Union,2021/7/1,Sinopharm/Beijing,2035373
European Union,2021/7/1,Sputnik V,1794656
European Union,2021/7/2,Johnson&Johnson,8500672
European Union,2021/7/2,Moderna,34279418
European Union,2021/7/2,Oxford/AstraZeneca,57703357
European Union,2021/7/2,Pfizer/BioNTech,268917307
European Union,2021/7/2,Sinopharm/Beijing,2046334
European Union,2021/7/2,Sputnik V,1804450
European Union,2021/7/3,Johnson&Johnson,8530889
European Union,2021/7/3,Moderna,34483923
European Union,2021/7/3,Oxford/AstraZeneca,57848267
European Union,2021/7/3,Pfizer/BioNTech,270020629
European Union,2021/7/3,Sinopharm/Beijing,2046334
European Union,2021/7/3,Sputnik V,1804450
European Union,2021/7/4,Johnson&Johnson,8545936
European Union,2021/7/4,Moderna,34618816
European Union,2021/7/4,Oxford/AstraZeneca,57932229
European Union,2021/7/4,Pfizer/BioNTech,270715794
European Union,2021/7/4,Sinopharm/Beijing,2046334
European Union,2021/7/4,Sputnik V,1804450
European Union,2021/7/5,Johnson&Johnson,8575758
European Union,2021/7/5,Moderna,34836884
European Union,2021/7/5,Oxford/AstraZeneca,58095059
European Union,2021/7/5,Pfizer/BioNTech,272026141
European Union,2021/7/5,Sinopharm/Beijing,2046334
European Union,2021/7/5,Sputnik V,1804450
European Union,2021/7/6,Johnson&Johnson,8610543
European Union,2021/7/6,Moderna,35062858
European Union,2021/7/6,Oxford/AstraZeneca,58290958
European Union,2021/7/6,Pfizer/BioNTech,273618372
European Union,2021/7/6,Sinopharm/Beijing,2046334
European Union,2021/7/6,Sputnik V,1804450
European Union,2021/7/7,Johnson&Johnson,8649065
European Union,2021/7/7,Moderna,35287264
European Union,2021/7/7,Oxford/AstraZeneca,58501113
European Union,2021/7/7,Pfizer/BioNTech,275474396
European Union,2021/7/7,Sinopharm/Beijing,2046334
European Union,2021/7/7,Sputnik V,1804450
European Union,2021/7/8,Johnson&Johnson,8689712
European Union,2021/7/8,Moderna,35507852
European Union,2021/7/8,Oxford/AstraZeneca,58710958
European Union,2021/7/8,Pfizer/BioNTech,277215726
European Union,2021/7/8,Sinopharm/Beijing,2046334
European Union,2021/7/8,Sputnik V,1804450
European Union,2021/7/9,Johnson&Johnson,9172425
European Union,2021/7/9,Moderna,36844687
European Union,2021/7/9,Oxford/AstraZeneca,60807506
European Union,2021/7/9,Pfizer/BioNTech,286571516
European Union,2021/7/9,Sinopharm/Beijing,2055481
European Union,2021/7/9,Sputnik V,1813753
European Union,2021/7/10,Johnson&Johnson,9197083
European Union,2021/7/10,Moderna,37021834
European Union,2021/7/10,Oxford/AstraZeneca,60958259
European Union,2021/7/10,Pfizer/BioNTech,287691006
European Union,2021/7/10,Sinopharm/Beijing,2055481
European Union,2021/7/10,Sputnik V,1813753
European Union,2021/7/11,Johnson&Johnson,9212533
European Union,2021/7/11,Moderna,37124513
European Union,2021/7/11,Oxford/AstraZeneca,61035374
European Union,2021/7/11,Pfizer/BioNTech,288356533
European Union,2021/7/11,Sinopharm/Beijing,2055481
European Union,2021/7/11,Sputnik V,1813753
European Union,2021/7/12,Johnson&Johnson,9242458
European Union,2021/7/12,Moderna,37324765
European Union,2021/7/12,Oxford/AstraZeneca,61193081
European Union,2021/7/12,Pfizer/BioNTech,289766228
European Union,2021/7/12,Sinopharm/Beijing,2055481
European Union,2021/7/12,Sputnik V,1813753
European Union,2021/7/13,Johnson&Johnson,9288431
European Union,2021/7/13,Moderna,37575091
European Union,2021/7/13,Oxford/AstraZeneca,61363155
European Union,2021/7/13,Pfizer/BioNTech,291566165
European Union,2021/7/13,Sinopharm/Beijing,2055481
European Union,2021/7/13,Sputnik V,1813753
European Union,2021/7/14,Johnson&Johnson,9327407
European Union,2021/7/14,Moderna,37747968
European Union,2021/7/14,Oxford/AstraZeneca,61517960
European Union,2021/7/14,Pfizer/BioNTech,293199405
European Union,2021/7/14,Sinopharm/Beijing,2055481
European Union,2021/7/14,Sputnik V,1813753
European Union,2021/7/15,Johnson&Johnson,9381503
European Union,2021/7/15,Moderna,37988748
European Union,2021/7/15,Oxford/AstraZeneca,61689144
European Union,2021/7/15,Pfizer/BioNTech,295079237
European Union,2021/7/15,Sinopharm/Beijing,2055481
European Union,2021/7/15,Sputnik V,1813753
European Union,2021/7/16,Johnson&Johnson,9952445
European Union,2021/7/16,Moderna,39517917
European Union,2021/7/16,Oxford/AstraZeneca,62921180
European Union,2021/7/16,Pfizer/BioNTech,303502667
European Union,2021/7/16,Sinopharm/Beijing,2061652
European Union,2021/7/16,Sputnik V,1819760
European Union,2021/7/17,Johnson&Johnson,9988147
European Union,2021/7/17,Moderna,39697651
European Union,2021/7/17,Oxford/AstraZeneca,63034852
European Union,2021/7/17,Pfizer/BioNTech,304618533
European Union,2021/7/17,Sinopharm/Beijing,2061652
European Union,2021/7/17,Sputnik V,1819760
European Union,2021/7/18,Johnson&Johnson,10005106
European Union,2021/7/18,Moderna,39806423
European Union,2021/7/18,Oxford/AstraZeneca,63116954
European Union,2021/7/18,Pfizer/BioNTech,305323634
European Union,2021/7/18,Sinopharm/Beijing,2061652
European Union,2021/7/18,Sputnik V,1819760
European Union,2021/7/19,Johnson&Johnson,10042829
European Union,2021/7/19,Moderna,39990391
European Union,2021/7/19,Oxford/AstraZeneca,63252975
European Union,2021/7/19,Pfizer/BioNTech,306741281
European Union,2021/7/19,Sinopharm/Beijing,2061652
European Union,2021/7/19,Sputnik V,1819760
European Union,2021/7/20,Johnson&Johnson,10087744
European Union,2021/7/20,Moderna,40217821
European Union,2021/7/20,Oxford/AstraZeneca,63407897
European Union,2021/7/20,Pfizer/BioNTech,308431097
European Union,2021/7/20,Sinopharm/Beijing,2061652
European Union,2021/7/20,Sputnik V,1819760
European Union,2021/7/21,Johnson&Johnson,10132254
European Union,2021/7/21,Moderna,40438376
European Union,2021/7/21,Oxford/AstraZeneca,63566202
European Union,2021/7/21,Pfizer/BioNTech,310260254
European Union,2021/7/21,Sinopharm/Beijing,2061652
European Union,2021/7/21,Sputnik V,1819760
European Union,2021/7/22,Johnson&Johnson,10179467
European Union,2021/7/22,Moderna,40659852
European Union,2021/7/22,Oxford/AstraZeneca,63729720
European Union,2021/7/22,Pfizer/BioNTech,311986256
European Union,2021/7/22,Sinopharm/Beijing,2061652
European Union,2021/7/22,Sputnik V,1819760
European Union,2021/7/23,Johnson&Johnson,10729913
European Union,2021/7/23,Moderna,41960793
European Union,2021/7/23,Oxford/AstraZeneca,64558723
European Union,2021/7/23,Pfizer/BioNTech,319611608
European Union,2021/7/23,Sinopharm/Beijing,2066542
European Union,2021/7/23,Sputnik V,1823987
European Union,2021/7/24,Johnson&Johnson,10761266
European Union,2021/7/24,Moderna,42128654
European Union,2021/7/24,Oxford/AstraZeneca,64660314
European Union,2021/7/24,Pfizer/BioNTech,320623394
European Union,2021/7/24,Sinopharm/Beijing,2066542
European Union,2021/7/24,Sputnik V,1823987
European Union,2021/7/25,Johnson&Johnson,10774695
European Union,2021/7/25,Moderna,42219182
European Union,2021/7/25,Oxford/AstraZeneca,64722768
European Union,2021/7/25,Pfizer/BioNTech,321182277
European Union,2021/7/25,Sinopharm/Beijing,2066542
European Union,2021/7/25,Sputnik V,1823987
European Union,2021/7/26,Johnson&Johnson,10810395
European Union,2021/7/26,Moderna,42398401
European Union,2021/7/26,Oxford/AstraZeneca,64836331
European Union,2021/7/26,Pfizer/BioNTech,322519027
European Union,2021/7/26,Sinopharm/Beijing,2066542
European Union,2021/7/26,Sputnik V,1823987
European Union,2021/7/27,Johnson&Johnson,10854204
European Union,2021/7/27,Moderna,42624307
European Union,2021/7/27,Oxford/AstraZeneca,64958481
European Union,2021/7/27,Pfizer/BioNTech,324127889
European Union,2021/7/27,Sinopharm/Beijing,2066542
European Union,2021/7/27,Sputnik V,1823987
European Union,2021/7/28,Johnson&Johnson,10898316
European Union,2021/7/28,Moderna,42860780
European Union,2021/7/28,Oxford/AstraZeneca,65078507
European Union,2021/7/28,Pfizer/BioNTech,325793934
European Union,2021/7/28,Sinopharm/Beijing,2066542
European Union,2021/7/28,Sputnik V,1823987
European Union,2021/7/29,Johnson&Johnson,10942848
European Union,2021/7/29,Moderna,43113261
European Union,2021/7/29,Oxford/AstraZeneca,65188352
European Union,2021/7/29,Pfizer/BioNTech,327352297
European Union,2021/7/29,Sinopharm/Beijing,2066542
European Union,2021/7/29,Sputnik V,1823987
European Union,2021/7/30,Johnson&Johnson,11353192
European Union,2021/7/30,Moderna,44257657
European Union,2021/7/30,Oxford/AstraZeneca,65761868
European Union,2021/7/30,Pfizer/BioNTech,334082476
European Union,2021/7/30,Sinopharm/Beijing,2070374
European Union,2021/7/30,Sputnik V,1829141
European Union,2021/7/31,Johnson&Johnson,11382468
European Union,2021/7/31,Moderna,44433094
European Union,2021/7/31,Oxford/AstraZeneca,65819613
European Union,2021/7/31,Pfizer/BioNTech,334959887
European Union,2021/7/31,Sinopharm/Beijing,2070374
European Union,2021/7/31,Sputnik V,1829141
European Union,2021/8/1,Johnson&Johnson,11395461
European Union,2021/8/1,Moderna,44536600
European Union,2021/8/1,Oxford/AstraZeneca,65858091
European Union,2021/8/1,Pfizer/BioNTech,335407916
European Union,2021/8/1,Sinopharm/Beijing,2070374
European Union,2021/8/1,Sputnik V,1829141
European Union,2021/8/2,Johnson&Johnson,11426890
European Union,2021/8/2,Moderna,44712497
European Union,2021/8/2,Oxford/AstraZeneca,65921799
European Union,2021/8/2,Pfizer/BioNTech,336550658
European Union,2021/8/2,Sinopharm/Beijing,2070374
European Union,2021/8/2,Sputnik V,1829141
European Union,2021/8/3,Johnson&Johnson,11465640
European Union,2021/8/3,Moderna,44923299
European Union,2021/8/3,Oxford/AstraZeneca,65980956
European Union,2021/8/3,Pfizer/BioNTech,337888896
European Union,2021/8/3,Sinopharm/Beijing,2070374
European Union,2021/8/3,Sputnik V,1829141
European Union,2021/8/4,Johnson&Johnson,11501899
European Union,2021/8/4,Moderna,45124737
European Union,2021/8/4,Oxford/AstraZeneca,66039360
European Union,2021/8/4,Pfizer/BioNTech,339310053
European Union,2021/8/4,Sinopharm/Beijing,2070374
European Union,2021/8/4,Sputnik V,1829141
European Union,2021/8/5,Johnson&Johnson,11540037
European Union,2021/8/5,Moderna,45339626
European Union,2021/8/5,Oxford/AstraZeneca,66086502
European Union,2021/8/5,Pfizer/BioNTech,340657774
European Union,2021/8/5,Sinopharm/Beijing,2070374
European Union,2021/8/5,Sputnik V,1829141
European Union,2021/8/6,Johnson&Johnson,11947387
European Union,2021/8/6,Moderna,46387149
European Union,2021/8/6,Oxford/AstraZeneca,66333097
European Union,2021/8/6,Pfizer/BioNTech,346656270
European Union,2021/8/6,Sinopharm/Beijing,2073838
European Union,2021/8/6,Sputnik V,1831298
European Union,2021/8/7,Johnson&Johnson,11974323
European Union,2021/8/7,Moderna,46531169
European Union,2021/8/7,Oxford/AstraZeneca,66363529
European Union,2021/8/7,Pfizer/BioNTech,347412189
European Union,2021/8/7,Sinopharm/Beijing,2073838
European Union,2021/8/7,Sputnik V,1831298
European Union,2021/8/8,Johnson&Johnson,11984545
European Union,2021/8/8,Moderna,46619258
European Union,2021/8/8,Oxford/AstraZeneca,66381891
European Union,2021/8/8,Pfizer/BioNTech,347834209
European Union,2021/8/8,Sinopharm/Beijing,2073838
European Union,2021/8/8,Sputnik V,1831298
European Union,2021/8/9,Johnson&Johnson,12007635
European Union,2021/8/9,Moderna,46799535
European Union,2021/8/9,Oxford/AstraZeneca,66412767
European Union,2021/8/9,Pfizer/BioNTech,348886783
European Union,2021/8/9,Sinopharm/Beijing,2073838
European Union,2021/8/9,Sputnik V,1831298
European Union,2021/8/10,Johnson&Johnson,12034919
European Union,2021/8/10,Moderna,47007644
European Union,2021/8/10,Oxford/AstraZeneca,66446607
European Union,2021/8/10,Pfizer/BioNTech,350073176
European Union,2021/8/10,Sinopharm/Beijing,2073838
European Union,2021/8/10,Sputnik V,1831298
European Union,2021/8/11,Johnson&Johnson,12071490
European Union,2021/8/11,Moderna,47193956
European Union,2021/8/11,Oxford/AstraZeneca,66479639
European Union,2021/8/11,Pfizer/BioNTech,351331526
European Union,2021/8/11,Sinopharm/Beijing,2073838
European Union,2021/8/11,Sputnik V,1831298
European Union,2021/8/12,Johnson&Johnson,12111100
European Union,2021/8/12,Moderna,47375165
European Union,2021/8/12,Oxford/AstraZeneca,66505727
European Union,2021/8/12,Pfizer/BioNTech,352510796
European Union,2021/8/12,Sinopharm/Beijing,2073838
European Union,2021/8/12,Sputnik V,1831298
European Union,2021/8/13,Johnson&Johnson,12514977
European Union,2021/8/13,Moderna,48482074
European Union,2021/8/13,Oxford/AstraZeneca,66707527
European Union,2021/8/13,Pfizer/BioNTech,357435670
European Union,2021/8/13,Sinopharm/Beijing,2077832
European Union,2021/8/13,Sputnik V,1833737
European Union,2021/8/14,Johnson&Johnson,12540197
European Union,2021/8/14,Moderna,48587400
European Union,2021/8/14,Oxford/AstraZeneca,66715360
European Union,2021/8/14,Pfizer/BioNTech,357990659
European Union,2021/8/14,Sinopharm/Beijing,2077832
European Union,2021/8/14,Sputnik V,1833737
European Union,2021/8/15,Johnson&Johnson,12551647
European Union,2021/8/15,Moderna,48626197
European Union,2021/8/15,Oxford/AstraZeneca,66718615
European Union,2021/8/15,Pfizer/BioNTech,358215453
European Union,2021/8/15,Sinopharm/Beijing,2077832
European Union,2021/8/15,Sputnik V,1833737
European Union,2021/8/16,Johnson&Johnson,12578682
European Union,2021/8/16,Moderna,48760808
European Union,2021/8/16,Oxford/AstraZeneca,66733633
European Union,2021/8/16,Pfizer/BioNTech,359101893
European Union,2021/8/16,Sinopharm/Beijing,2077832
European Union,2021/8/16,Sputnik V,1833737
European Union,2021/8/17,Johnson&Johnson,12611404
European Union,2021/8/17,Moderna,48928494
European Union,2021/8/17,Oxford/AstraZeneca,66757096
European Union,2021/8/17,Pfizer/BioNTech,360096617
European Union,2021/8/17,Sinopharm/Beijing,2077832
European Union,2021/8/17,Sputnik V,1833737
European Union,2021/8/18,Johnson&Johnson,12647981
European Union,2021/8/18,Moderna,49083441
European Union,2021/8/18,Oxford/AstraZeneca,66778003
European Union,2021/8/18,Pfizer/BioNTech,361157181
European Union,2021/8/18,Sinopharm/Beijing,2077832
European Union,2021/8/18,Sputnik V,1833737
European Union,2021/8/19,Johnson&Johnson,12684191
European Union,2021/8/19,Moderna,49250355
European Union,2021/8/19,Oxford/AstraZeneca,66797365
European Union,2021/8/19,Pfizer/BioNTech,362092551
European Union,2021/8/19,Sinopharm/Beijing,2077832
European Union,2021/8/19,Sputnik V,1833737
European Union,2021/8/20,Johnson&Johnson,13013505
European Union,2021/8/20,Moderna,50213303
European Union,2021/8/20,Oxford/AstraZeneca,66862680
European Union,2021/8/20,Pfizer/BioNTech,366069733
European Union,2021/8/20,Sinopharm/Beijing,2081116
European Union,2021/8/20,Sputnik V,1835873
European Union,2021/8/21,Johnson&Johnson,13035963
European Union,2021/8/21,Moderna,50320818
European Union,2021/8/21,Oxford/AstraZeneca,66872331
European Union,2021/8/21,Pfizer/BioNTech,366612512
European Union,2021/8/21,Sinopharm/Beijing,2081116
European Union,2021/8/21,Sputnik V,1835873
European Union,2021/8/22,Johnson&Johnson,13046665
European Union,2021/8/22,Moderna,50373424
European Union,2021/8/22,Oxford/AstraZeneca,66879559
European Union,2021/8/22,Pfizer/BioNTech,366888517
European Union,2021/8/22,Sinopharm/Beijing,2081116
European Union,2021/8/22,Sputnik V,1835873
European Union,2021/8/23,Johnson&Johnson,13074811
European Union,2021/8/23,Moderna,50537362
European Union,2021/8/23,Oxford/AstraZeneca,66895957
European Union,2021/8/23,Pfizer/BioNTech,367785254
European Union,2021/8/23,Sinopharm/Beijing,2081116
European Union,2021/8/23,Sputnik V,1835873
European Union,2021/8/24,Johnson&Johnson,13106526
European Union,2021/8/24,Moderna,50719363
European Union,2021/8/24,Oxford/AstraZeneca,66907889
European Union,2021/8/24,Pfizer/BioNTech,368737865
European Union,2021/8/24,Sinopharm/Beijing,2081116
European Union,2021/8/24,Sputnik V,1835873
European Union,2021/8/25,Johnson&Johnson,13140128
European Union,2021/8/25,Moderna,50883324
European Union,2021/8/25,Oxford/AstraZeneca,66918601
European Union,2021/8/25,Pfizer/BioNTech,369723217
European Union,2021/8/25,Sinopharm/Beijing,2081116
European Union,2021/8/25,Sputnik V,1835873
European Union,2021/8/26,Johnson&Johnson,13173251
European Union,2021/8/26,Moderna,51057125
European Union,2021/8/26,Oxford/AstraZeneca,66928283
European Union,2021/8/26,Pfizer/BioNTech,370625904
European Union,2021/8/26,Sinopharm/Beijing,2081116
European Union,2021/8/26,Sputnik V,1835873
European Union,2021/8/27,Johnson&Johnson,13418718
European Union,2021/8/27,Moderna,51905563
European Union,2021/8/27,Oxford/AstraZeneca,66972134
European Union,2021/8/27,Pfizer/BioNTech,374017613
European Union,2021/8/27,Sinopharm/Beijing,2085862
European Union,2021/8/27,Sputnik V,1837474
European Union,2021/8/28,Johnson&Johnson,13440653
European Union,2021/8/28,Moderna,52029168
European Union,2021/8/28,Oxford/AstraZeneca,66975203
European Union,2021/8/28,Pfizer/BioNTech,374594874
European Union,2021/8/28,Sinopharm/Beijing,2085862
European Union,2021/8/28,Sputnik V,1837474
European Union,2021/8/29,Johnson&Johnson,13451120
European Union,2021/8/29,Moderna,52082750
European Union,2021/8/29,Oxford/AstraZeneca,66976994
European Union,2021/8/29,Pfizer/BioNTech,374900585
European Union,2021/8/29,Sinopharm/Beijing,2085862
